Team,Season_Start,Season_End,Rk,Player,Salary
Minnesota Timberwolves,2007,2008,2,Antoine Walker,"$8,329,640"
Minnesota Timberwolves,2007,2008,3,Juwan Howard,"$6,883,800"
Minnesota Timberwolves,2007,2008,4,Marko Jaric,"$6,050,000"
Minnesota Timberwolves,2007,2008,5,Troy Hudson,"$5,953,000"
Minnesota Timberwolves,2007,2008,6,Greg Buckner,"$3,750,000"
Minnesota Timberwolves,2007,2008,7,Michael Doleac,"$3,120,000"
Minnesota Timberwolves,2007,2008,8,Eddie Griffin,"$2,900,000"
Minnesota Timberwolves,2007,2008,9,Randy Foye,"$2,631,840"
Minnesota Timberwolves,2007,2008,10,Sebastian Telfair,"$2,562,426"
Minnesota Timberwolves,2007,2008,11,Corey Brewer,"$2,535,720"
Minnesota Timberwolves,2007,2008,12,Al Jefferson,"$2,480,885"
Minnesota Timberwolves,2007,2008,13,Mark Madsen,"$2,420,000"
Minnesota Timberwolves,2007,2008,14,Kirk Snyder,"$2,358,433"
Minnesota Timberwolves,2007,2008,15,Rashad McCants,"$1,769,160"
Minnesota Timberwolves,2007,2008,16,Beno Udrih,"$1,747,096"
Minnesota Timberwolves,2007,2008,17,Ryan Gomes,"$770,610"
Minnesota Timberwolves,2007,2008,18,Craig Smith,"$687,456"
Minnesota Timberwolves,2007,2008,19,Chris Richard,"$427,163"
Minnesota Timberwolves,2008,2009,1,Al Jefferson,"$11,000,000"
Minnesota Timberwolves,2008,2009,2,Mike Miller,"$9,028,575"
Minnesota Timberwolves,2008,2009,3,Juwan Howard,"$7,375,500"
Minnesota Timberwolves,2008,2009,4,Brian Cardinal,"$6,300,000"
Minnesota Timberwolves,2008,2009,5,Jason Collins,"$6,200,000"
Minnesota Timberwolves,2008,2009,6,Ryan Gomes,"$3,650,000"
Minnesota Timberwolves,2008,2009,7,Shelden Williams,"$3,395,760"
Minnesota Timberwolves,2008,2009,8,Kevin Love,"$3,163,680"
Minnesota Timberwolves,2008,2009,9,Randy Foye,"$2,815,560"
Minnesota Timberwolves,2008,2009,10,Corey Brewer,"$2,725,920"
Minnesota Timberwolves,2008,2009,11,Mark Madsen,"$2,630,000"
Minnesota Timberwolves,2008,2009,12,Craig Smith,"$2,500,000"
Minnesota Timberwolves,2008,2009,13,Sebastian Telfair,"$2,300,000"
Minnesota Timberwolves,2008,2009,14,Rodney Carney,"$1,655,760"
Minnesota Timberwolves,2008,2009,15,Kevin Ollie,"$1,262,275"
Minnesota Timberwolves,2008,2009,16,Bobby Brown,"$442,114"
Minnesota Timberwolves,2009,2010,1,Al Jefferson,"$12,000,000"
Minnesota Timberwolves,2009,2010,2,Mark Blount,"$7,962,500"
Minnesota Timberwolves,2009,2010,3,Darko Milicic,"$7,500,000"
Minnesota Timberwolves,2009,2010,4,Antonio Daniels,"$5,863,580"
Minnesota Timberwolves,2009,2010,5,Ryan Gomes,"$3,867,500"
Minnesota Timberwolves,2009,2010,6,Ramon Sessions,"$3,670,667"
Minnesota Timberwolves,2009,2010,7,Kevin Love,"$3,401,040"
Minnesota Timberwolves,2009,2010,8,Damien Wilkins,"$3,300,000"
Minnesota Timberwolves,2009,2010,9,Jonny Flynn,"$2,969,280"
Minnesota Timberwolves,2009,2010,10,Corey Brewer,"$2,916,120"
Minnesota Timberwolves,2009,2010,11,Ryan Hollins,"$2,183,333"
Minnesota Timberwolves,2009,2010,12,Oleksiy Pecherov,"$1,547,640"
Minnesota Timberwolves,2009,2010,13,Sasha Pavlovic,"$1,500,000"
Minnesota Timberwolves,2009,2010,14,Alando Tucker,"$1,071,720"
Minnesota Timberwolves,2009,2010,15,Wayne Ellington,"$1,003,560"
Minnesota Timberwolves,2009,2010,16,Chucky Atkins,"$760,000"
Minnesota Timberwolves,2009,2010,17,Nathan Jawai,"$736,420"
Minnesota Timberwolves,2010,2011,1,Eddy Curry,"$11,530,592"
Minnesota Timberwolves,2010,2011,2,Michael Beasley,"$4,962,240"
Minnesota Timberwolves,2010,2011,3,Martell Webster,"$4,800,000"
Minnesota Timberwolves,2010,2011,4,Darko Milicic,"$4,325,000"
Minnesota Timberwolves,2010,2011,5,Nikola Pekovic,"$4,000,000"
Minnesota Timberwolves,2010,2011,6,Luke Ridnour,"$4,000,000"
Minnesota Timberwolves,2010,2011,7,Wesley Johnson,"$3,726,600"
Minnesota Timberwolves,2010,2011,8,Kevin Love,"$3,638,280"
Minnesota Timberwolves,2010,2011,9,Jonny Flynn,"$3,192,000"
Minnesota Timberwolves,2010,2011,10,Sebastian Telfair,"$2,700,000"
Minnesota Timberwolves,2010,2011,11,Anthony Tolliver,"$2,200,000"
Minnesota Timberwolves,2010,2011,12,Anthony Randolph,"$1,965,720"
Minnesota Timberwolves,2010,2011,13,Wayne Ellington,"$1,078,800"
Minnesota Timberwolves,2010,2011,14,Lazar Hayward,"$1,020,960"
Minnesota Timberwolves,2010,2011,15,Sundiata Gaines,"$237,626"
Minnesota Timberwolves,2010,2011,16,Maurice Ager,"$83,305"
Minnesota Timberwolves,2011,2012,1,Michael Beasley,"$6,262,347"
Minnesota Timberwolves,2011,2012,2,Martell Webster,"$5,256,000"
Minnesota Timberwolves,2011,2012,3,Darko Milicic,"$4,776,500"
Minnesota Timberwolves,2011,2012,4,Brad Miller,"$4,752,000"
Minnesota Timberwolves,2011,2012,5,Kevin Love,"$4,609,701"
Minnesota Timberwolves,2011,2012,6,Derrick Williams,"$4,602,720"
Minnesota Timberwolves,2011,2012,7,Nikola Pekovic,"$4,503,600"
Minnesota Timberwolves,2011,2012,8,Jose Barea,"$4,300,000"
Minnesota Timberwolves,2011,2012,9,Wesley Johnson,"$4,006,080"
Minnesota Timberwolves,2011,2012,10,Luke Ridnour,"$3,680,000"
Minnesota Timberwolves,2011,2012,11,Ricky Rubio,"$3,480,120"
Minnesota Timberwolves,2011,2012,12,Anthony Randolph,"$2,911,231"
Minnesota Timberwolves,2011,2012,13,Anthony Tolliver,"$2,050,000"
Minnesota Timberwolves,2011,2012,14,Wayne Ellington,"$1,154,040"
Minnesota Timberwolves,2011,2012,15,Malcolm Lee,"$500,000"
Minnesota Timberwolves,2012,2013,1,Kevin Love,"$13,668,750"
Minnesota Timberwolves,2012,2013,2,Andrei Kirilenko,"$9,779,349"
Minnesota Timberwolves,2012,2013,3,Darko Milicic,"$5,228,000"
Minnesota Timberwolves,2012,2013,4,Brandon Roy,"$5,100,000"
Minnesota Timberwolves,2012,2013,5,Derrick Williams,"$4,947,840"
Minnesota Timberwolves,2012,2013,6,Nikola Pekovic,"$4,837,200"
Minnesota Timberwolves,2012,2013,7,Jose Barea,"$4,493,500"
Minnesota Timberwolves,2012,2013,8,Luke Ridnour,"$4,000,000"
Minnesota Timberwolves,2012,2013,9,Ricky Rubio,"$3,741,120"
Minnesota Timberwolves,2012,2013,10,Alexey Shved,"$2,934,610"
Minnesota Timberwolves,2012,2013,11,Greg Stiemsma,"$2,575,000"
Minnesota Timberwolves,2012,2013,12,Dante Cunningham,"$2,090,000"
Minnesota Timberwolves,2012,2013,13,Josh Howard,"$1,229,255"
Minnesota Timberwolves,2012,2013,14,Louis Amundson,"$1,069,509"
Minnesota Timberwolves,2012,2013,15,Chase Budinger,"$885,120"
Minnesota Timberwolves,2012,2013,16,Malcolm Lee,"$762,195"
Minnesota Timberwolves,2012,2013,17,Martell Webster,"$600,000"
Minnesota Timberwolves,2012,2013,18,Mickael Gelabale,"$447,298"
Minnesota Timberwolves,2012,2013,19,Chris Johnson,"$447,298"
Minnesota Timberwolves,2012,2013,20,Will Conroy,"$85,439"
Minnesota Timberwolves,2012,2013,21,Lazar Hayward,"$80,413"
Minnesota Timberwolves,2013,2014,1,Kevin Love,"$14,693,906"
Minnesota Timberwolves,2013,2014,2,Nikola Pekovic,"$12,100,000"
Minnesota Timberwolves,2013,2014,3,Kevin Martin,"$6,500,000"
Minnesota Timberwolves,2013,2014,4,Derrick Williams,"$5,016,960"
Minnesota Timberwolves,2013,2014,5,Chase Budinger,"$5,000,000"
Minnesota Timberwolves,2013,2014,6,Jose Barea,"$4,687,000"
Minnesota Timberwolves,2013,2014,7,Corey Brewer,"$4,500,000"
Minnesota Timberwolves,2013,2014,8,Ricky Rubio,"$4,002,120"
Minnesota Timberwolves,2013,2014,9,Alexey Shved,"$3,150,000"
Minnesota Timberwolves,2013,2014,10,Dante Cunningham,"$2,180,000"
Minnesota Timberwolves,2013,2014,11,Shabazz Muhammad,"$1,887,120"
Minnesota Timberwolves,2013,2014,12,Ronny Turiaf,"$1,500,000"
Minnesota Timberwolves,2013,2014,13,Gorgui Dieng,"$1,352,640"
Minnesota Timberwolves,2013,2014,14,Chris Johnson,"$916,099"
Minnesota Timberwolves,2014,2015,1,Nikola Pekovic,"$12,100,000"
Minnesota Timberwolves,2014,2015,2,Kevin Garnett,"$12,000,000"
Minnesota Timberwolves,2014,2015,3,Kevin Martin,"$6,792,500"
Minnesota Timberwolves,2014,2015,4,Anthony Bennett,"$5,563,920"
Minnesota Timberwolves,2014,2015,5,Andrew Wiggins,"$5,510,640"
Minnesota Timberwolves,2014,2015,6,Ricky Rubio,"$5,070,686"
Minnesota Timberwolves,2014,2015,7,Chase Budinger,"$5,000,000"
Minnesota Timberwolves,2014,2015,8,Gary Neal,"$3,250,000"
Minnesota Timberwolves,2014,2015,9,Zach LaVine,"$2,055,840"
Minnesota Timberwolves,2014,2015,10,Shabazz Muhammad,"$1,971,960"
Minnesota Timberwolves,2014,2015,11,Adreian Payne,"$1,855,320"
Minnesota Timberwolves,2014,2015,12,Gorgui Dieng,"$1,413,480"
Minnesota Timberwolves,2014,2015,13,Robbie Hummel,"$880,000"
Minnesota Timberwolves,2014,2015,14,Justin Hamilton,"$816,482"
Minnesota Timberwolves,2014,2015,15,Lorenzo Brown,"$283,367"
Minnesota Timberwolves,2014,2015,16,Miroslav Raduljica,"$96,100"
Minnesota Timberwolves,2014,2015,17,Arinze Onuaku,"$43,226"
Minnesota Timberwolves,2014,2015,18,Sean Kilpatrick,"$29,843"
Minnesota Timberwolves,2015,2016,1,Ricky Rubio,"$12,365,000"
Minnesota Timberwolves,2015,2016,2,Nikola Pekovic,"$12,100,000"
Minnesota Timberwolves,2015,2016,3,Kevin Garnett,"$8,500,000"
Minnesota Timberwolves,2015,2016,4,Kevin Martin,"$7,085,000"
Minnesota Timberwolves,2015,2016,5,Andrew Wiggins,"$5,758,680"
Minnesota Timberwolves,2015,2016,6,Karl-Anthony Towns,"$5,703,600"
Minnesota Timberwolves,2015,2016,7,Nemanja Bjelica,"$4,000,000"
Minnesota Timberwolves,2015,2016,8,Anthony Bennett,"$3,650,000"
Minnesota Timberwolves,2015,2016,9,Zach LaVine,"$2,148,360"
Minnesota Timberwolves,2015,2016,10,Shabazz Muhammad,"$2,056,920"
Minnesota Timberwolves,2015,2016,11,Adreian Payne,"$1,938,840"
Minnesota Timberwolves,2015,2016,12,Andre Miller,"$1,499,187"
Minnesota Timberwolves,2015,2016,13,Tayshaun Prince,"$1,499,187"
Minnesota Timberwolves,2015,2016,14,Gorgui Dieng,"$1,474,440"
Minnesota Timberwolves,2015,2016,15,Tyus Jones,"$1,282,080"
Minnesota Timberwolves,2015,2016,16,Damjan Rudez,"$1,149,500"
Minnesota Timberwolves,2015,2016,17,Greg Smith,"$247,623"
New Orleans Pelicans,2002,2003,1,Elden Campbell,"$8,050,000"
New Orleans Pelicans,2002,2003,2,Jamal Mashburn,"$7,750,000"
New Orleans Pelicans,2002,2003,3,P.J. Brown,"$7,044,800"
New Orleans Pelicans,2002,2003,4,Baron Davis,"$3,942,922"
New Orleans Pelicans,2002,2003,5,David Wesley,"$3,600,000"
New Orleans Pelicans,2002,2003,6,George Lynch,"$2,600,000"
New Orleans Pelicans,2002,2003,7,Stacey Augmon,"$2,400,000"
New Orleans Pelicans,2002,2003,8,Jerome Moiso,"$1,681,200"
New Orleans Pelicans,2002,2003,9,Courtney Alexander,"$1,517,280"
New Orleans Pelicans,2002,2003,10,Matt Bullard,"$1,430,000"
New Orleans Pelicans,2002,2003,11,Bryce Drew,"$1,300,000"
New Orleans Pelicans,2002,2003,12,Kirk Haston,"$1,271,400"
New Orleans Pelicans,2002,2003,13,Jamaal Magloire,"$1,121,280"
New Orleans Pelicans,2002,2003,14,Robert Traylor,"$750,000"
New Orleans Pelicans,2003,2004,1,Baron Davis,"$10,960,000"
New Orleans Pelicans,2003,2004,2,Jamal Mashburn,"$8,525,000"
New Orleans Pelicans,2003,2004,3,P.J. Brown,"$8,000,000"
New Orleans Pelicans,2003,2004,4,David Wesley,"$3,960,000"
New Orleans Pelicans,2003,2004,5,George Lynch,"$2,800,000"
New Orleans Pelicans,2003,2004,6,Darrell Armstrong,"$2,475,000"
New Orleans Pelicans,2003,2004,7,Stacey Augmon,"$2,400,000"
New Orleans Pelicans,2003,2004,8,Courtney Alexander,"$2,168,193"
New Orleans Pelicans,2003,2004,9,Jamaal Magloire,"$1,726,771"
New Orleans Pelicans,2003,2004,10,Kirk Haston,"$1,360,080"
New Orleans Pelicans,2003,2004,11,Bryce Drew,"$1,300,000"
New Orleans Pelicans,2003,2004,12,David West,"$1,160,160"
New Orleans Pelicans,2003,2004,13,Sean Rooks,"$1,070,000"
New Orleans Pelicans,2003,2004,14,Steve Smith,"$1,070,000"
New Orleans Pelicans,2003,2004,15,Robert Traylor,"$825,000"
New Orleans Pelicans,2004,2005,1,Baron Davis,"$12,330,000"
New Orleans Pelicans,2004,2005,2,Jamal Mashburn,"$9,300,000"
New Orleans Pelicans,2004,2005,3,Jamaal Magloire,"$8,533,333"
New Orleans Pelicans,2004,2005,4,P.J. Brown,"$8,000,000"
New Orleans Pelicans,2004,2005,5,David Wesley,"$4,455,000"
New Orleans Pelicans,2004,2005,6,George Lynch,"$3,000,000"
New Orleans Pelicans,2004,2005,7,Rodney Rogers,"$2,700,000"
New Orleans Pelicans,2004,2005,8,Chris Andersen,"$1,600,000"
New Orleans Pelicans,2004,2005,9,David West,"$1,247,160"
New Orleans Pelicans,2004,2005,10,J.R. Smith,"$1,206,600"
New Orleans Pelicans,2004,2005,11,Dan Dickau,"$893,400"
New Orleans Pelicans,2004,2005,12,Lee Nailon,"$745,046"
New Orleans Pelicans,2004,2005,13,Junior Harrington,"$695,046"
New Orleans Pelicans,2004,2005,14,Alex Garcia,"$620,046"
New Orleans Pelicans,2004,2005,15,Lonny Baxter,"$542,475"
New Orleans Pelicans,2004,2005,16,Matt Freije,"$352,388"
New Orleans Pelicans,2004,2005,17,Corsley Edwards,"$319,498"
New Orleans Pelicans,2004,2005,18,Tim Pickett,"$32,890"
New Orleans Pelicans,2005,2006,1,P.J. Brown,"$8,000,000"
New Orleans Pelicans,2005,2006,2,Desmond Mason,"$7,333,333"
New Orleans Pelicans,2005,2006,3,Speedy Claxton,"$3,600,000"
New Orleans Pelicans,2005,2006,4,Chris Andersen,"$3,500,000"
New Orleans Pelicans,2005,2006,5,George Lynch,"$3,200,000"
New Orleans Pelicans,2005,2006,6,Chris Paul,"$3,144,240"
New Orleans Pelicans,2005,2006,7,Arvydas Macijauskas,"$2,500,000"
New Orleans Pelicans,2005,2006,8,Bostjan Nachbar,"$2,500,000"
New Orleans Pelicans,2005,2006,9,Kirk Snyder,"$1,437,240"
New Orleans Pelicans,2005,2006,10,David West,"$1,334,160"
New Orleans Pelicans,2005,2006,11,Rasual Butler,"$1,300,000"
New Orleans Pelicans,2005,2006,12,J.R. Smith,"$1,297,080"
New Orleans Pelicans,2005,2006,13,Maciej Lampe,"$900,000"
New Orleans Pelicans,2005,2006,14,Jackson Vroman,"$682,051"
New Orleans Pelicans,2005,2006,15,Brandon Bass,"$398,762"
New Orleans Pelicans,2005,2006,16,Sean Banks,"$150,751"
New Orleans Pelicans,2006,2007,1,Peja Stojakovic,"$10,800,000"
New Orleans Pelicans,2006,2007,2,Tyson Chandler,"$9,150,000"
New Orleans Pelicans,2006,2007,3,Desmond Mason,"$8,037,037"
New Orleans Pelicans,2006,2007,4,Bobby Jackson,"$5,259,000"
New Orleans Pelicans,2006,2007,5,Marc Jackson,"$4,875,000"
New Orleans Pelicans,2006,2007,6,Chris Paul,"$3,380,160"
New Orleans Pelicans,2006,2007,7,Rasual Butler,"$3,000,000"
New Orleans Pelicans,2006,2007,8,David West,"$2,051,938"
New Orleans Pelicans,2006,2007,9,Hilton Armstrong,"$1,767,600"
New Orleans Pelicans,2006,2007,10,Cedric Simmons,"$1,515,480"
New Orleans Pelicans,2006,2007,11,Jannero Pargo,"$1,000,000"
New Orleans Pelicans,2006,2007,12,Linton Johnson,"$771,331"
New Orleans Pelicans,2006,2007,13,Brandon Bass,"$664,209"
New Orleans Pelicans,2006,2007,14,Devin Brown,"$564,518"
New Orleans Pelicans,2006,2007,15,Arvydas Macijauskas,"$500,000"
New Orleans Pelicans,2006,2007,16,Marcus Vinicius,"$412,718"
New Orleans Pelicans,2007,2008,1,Peja Stojakovic,"$11,664,000"
New Orleans Pelicans,2007,2008,2,David West,"$10,650,000"
New Orleans Pelicans,2007,2008,3,Tyson Chandler,"$10,250,000"
New Orleans Pelicans,2007,2008,4,Mike James,"$5,632,200"
New Orleans Pelicans,2007,2008,5,Morris Peterson,"$5,356,000"
New Orleans Pelicans,2007,2008,6,Chris Paul,"$3,615,960"
New Orleans Pelicans,2007,2008,7,Rasual Butler,"$3,315,000"
New Orleans Pelicans,2007,2008,8,Bonzi Wells,"$2,284,200"
New Orleans Pelicans,2007,2008,9,Hilton Armstrong,"$1,900,200"
New Orleans Pelicans,2007,2008,10,Jannero Pargo,"$1,830,000"
New Orleans Pelicans,2007,2008,11,Julian Wright,"$1,739,160"
New Orleans Pelicans,2007,2008,12,Bernard Robinson,"$1,080,000"
New Orleans Pelicans,2007,2008,13,Ryan Bowen,"$1,033,930"
New Orleans Pelicans,2007,2008,14,Melvin Ely,"$895,341"
New Orleans Pelicans,2007,2008,15,Mile Ilic,"$864,000"
New Orleans Pelicans,2007,2008,16,Arvydas Macijauskas,"$500,000"
New Orleans Pelicans,2008,2009,1,Peja Stojakovic,"$12,528,000"
New Orleans Pelicans,2008,2009,2,Tyson Chandler,"$11,350,000"
New Orleans Pelicans,2008,2009,3,David West,"$9,862,500"
New Orleans Pelicans,2008,2009,4,Antonio Daniels,"$6,200,000"
New Orleans Pelicans,2008,2009,5,Morris Peterson,"$5,592,240"
New Orleans Pelicans,2008,2009,6,James Posey,"$5,585,000"
New Orleans Pelicans,2008,2009,7,Chris Paul,"$4,574,189"
New Orleans Pelicans,2008,2009,8,Rasual Butler,"$3,630,000"
New Orleans Pelicans,2008,2009,9,Hilton Armstrong,"$2,032,800"
New Orleans Pelicans,2008,2009,10,Julian Wright,"$1,869,600"
New Orleans Pelicans,2008,2009,11,Ryan Bowen,"$1,141,838"
New Orleans Pelicans,2008,2009,12,Sean Marks,"$1,141,838"
New Orleans Pelicans,2008,2009,13,Devin Brown,"$998,398"
New Orleans Pelicans,2008,2009,14,Melvin Ely,"$998,398"
New Orleans Pelicans,2008,2009,15,Anthony Tolliver,"$26,007"
New Orleans Pelicans,2009,2010,1,Chris Paul,"$13,520,500"
New Orleans Pelicans,2009,2010,2,Peja Stojakovic,"$13,392,000"
New Orleans Pelicans,2009,2010,3,Emeka Okafor,"$10,538,937"
New Orleans Pelicans,2009,2010,4,David West,"$9,075,000"
New Orleans Pelicans,2009,2010,5,Morris Peterson,"$6,212,960"
New Orleans Pelicans,2009,2010,6,James Posey,"$6,031,800"
New Orleans Pelicans,2009,2010,7,Darius Songaila,"$4,526,000"
New Orleans Pelicans,2009,2010,8,Julian Wright,"$2,000,040"
New Orleans Pelicans,2009,2010,9,Darren Collison,"$1,266,120"
New Orleans Pelicans,2009,2010,10,Sean Marks,"$1,187,686"
New Orleans Pelicans,2009,2010,11,Aaron Gray,"$1,000,497"
New Orleans Pelicans,2009,2010,12,Ike Diogu,"$884,881"
New Orleans Pelicans,2009,2010,13,Marcus Thornton,"$457,888"
New Orleans Pelicans,2009,2010,14,Jason Hart,"$69,518"
New Orleans Pelicans,2010,2011,1,Chris Paul,"$14,940,153"
New Orleans Pelicans,2010,2011,2,Emeka Okafor,"$11,495,000"
New Orleans Pelicans,2010,2011,3,David West,"$8,287,500"
New Orleans Pelicans,2010,2011,4,Trevor Ariza,"$6,322,320"
New Orleans Pelicans,2010,2011,5,Marcus Banks,"$4,847,586"
New Orleans Pelicans,2010,2011,6,Jarrett Jack,"$4,600,000"
New Orleans Pelicans,2010,2011,7,Willie Green,"$3,976,000"
New Orleans Pelicans,2010,2011,8,Carl Landry,"$3,000,000"
New Orleans Pelicans,2010,2011,9,David Andersen,"$2,500,000"
New Orleans Pelicans,2010,2011,10,Marco Belinelli,"$2,380,270"
New Orleans Pelicans,2010,2011,11,Jason Smith,"$2,187,913"
New Orleans Pelicans,2010,2011,12,Quincy Pondexter,"$1,073,280"
New Orleans Pelicans,2010,2011,13,Didier Ilunga-Mbenga,"$1,069,509"
New Orleans Pelicans,2010,2011,14,Aaron Gray,"$1,028,840"
New Orleans Pelicans,2010,2011,15,Pops Mensah-Bonsu,"$364,461"
New Orleans Pelicans,2010,2011,16,Joe Alexander,"$90,465"
New Orleans Pelicans,2010,2011,17,Sasha Pavlovic,"$67,432"
New Orleans Pelicans,2011,2012,1,Chris Kaman,"$14,030,000"
New Orleans Pelicans,2011,2012,2,Emeka Okafor,"$12,541,812"
New Orleans Pelicans,2011,2012,3,Carl Landry,"$8,500,000"
New Orleans Pelicans,2011,2012,4,Trevor Ariza,"$6,790,640"
New Orleans Pelicans,2011,2012,5,Jarrett Jack,"$5,000,000"
New Orleans Pelicans,2011,2012,6,Eric Gordon,"$3,831,184"
New Orleans Pelicans,2011,2012,7,Marco Belinelli,"$3,377,604"
New Orleans Pelicans,2011,2012,8,Al-Farouq Aminu,"$2,755,560"
New Orleans Pelicans,2011,2012,9,Jason Smith,"$2,500,000"
New Orleans Pelicans,2011,2012,10,Xavier Henry,"$2,171,640"
New Orleans Pelicans,2011,2012,11,Gustavo Ayon,"$1,567,500"
New Orleans Pelicans,2011,2012,12,Greivis Vasquez,"$1,113,600"
New Orleans Pelicans,2011,2012,13,Lance Thomas,"$328,444"
New Orleans Pelicans,2011,2012,14,DaJuan Summers,"$303,137"
New Orleans Pelicans,2011,2012,15,Jeff Foote,"$225,341"
New Orleans Pelicans,2011,2012,16,Carldell Johnson,"$168,035"
New Orleans Pelicans,2011,2012,17,Solomon Jones,"$160,119"
New Orleans Pelicans,2011,2012,18,Donald Sloan,"$76,392"
New Orleans Pelicans,2012,2013,1,Rashard Lewis,"$13,700,000"
New Orleans Pelicans,2012,2013,2,Eric Gordon,"$13,668,750"
New Orleans Pelicans,2012,2013,3,Ryan Anderson,"$8,700,000"
New Orleans Pelicans,2012,2013,4,Anthony Davis,"$5,144,280"
New Orleans Pelicans,2012,2013,5,Robin Lopez,"$4,899,293"
New Orleans Pelicans,2012,2013,6,Matt Carroll,"$3,500,000"
New Orleans Pelicans,2012,2013,7,Al-Farouq Aminu,"$2,947,800"
New Orleans Pelicans,2012,2013,8,Jason Smith,"$2,500,000"
New Orleans Pelicans,2012,2013,9,Xavier Henry,"$2,323,200"
New Orleans Pelicans,2012,2013,10,Austin Rivers,"$2,238,360"
New Orleans Pelicans,2012,2013,11,Roger Mason,"$1,223,116"
New Orleans Pelicans,2012,2013,12,Greivis Vasquez,"$1,191,240"
New Orleans Pelicans,2012,2013,13,Lance Thomas,"$762,195"
New Orleans Pelicans,2012,2013,14,Darius Miller,"$473,604"
New Orleans Pelicans,2012,2013,15,Brian Roberts,"$473,604"
New Orleans Pelicans,2012,2013,16,Dominic McGuire,"$110,947"
New Orleans Pelicans,2012,2013,17,Donald Sloan,"$44,835"
New Orleans Pelicans,2013,2014,1,Eric Gordon,"$14,283,844"
New Orleans Pelicans,2013,2014,2,Tyreke Evans,"$10,300,000"
New Orleans Pelicans,2013,2014,3,Jrue Holiday,"$9,213,484"
New Orleans Pelicans,2013,2014,4,Ryan Anderson,"$8,308,500"
New Orleans Pelicans,2013,2014,5,Anthony Davis,"$5,375,760"
New Orleans Pelicans,2013,2014,6,Al-Farouq Aminu,"$3,700,000"
New Orleans Pelicans,2013,2014,7,Greg Stiemsma,"$2,676,000"
New Orleans Pelicans,2013,2014,8,Jason Smith,"$2,500,000"
New Orleans Pelicans,2013,2014,9,Austin Rivers,"$2,339,040"
New Orleans Pelicans,2013,2014,10,Anthony Morrow,"$1,027,424"
New Orleans Pelicans,2013,2014,11,Lance Thomas,"$884,293"
New Orleans Pelicans,2013,2014,12,Brian Roberts,"$788,872"
New Orleans Pelicans,2013,2014,13,Darius Miller,"$788,872"
New Orleans Pelicans,2014,2015,1,Eric Gordon,"$14,898,938"
New Orleans Pelicans,2014,2015,2,Tyreke Evans,"$10,763,500"
New Orleans Pelicans,2014,2015,3,Jrue Holiday,"$9,904,495"
New Orleans Pelicans,2014,2015,4,Ryan Anderson,"$8,491,500"
New Orleans Pelicans,2014,2015,5,Omer Asik,"$8,374,646"
New Orleans Pelicans,2014,2015,6,Anthony Davis,"$5,607,240"
New Orleans Pelicans,2014,2015,7,Quincy Pondexter,"$3,146,068"
New Orleans Pelicans,2014,2015,8,Norris Cole,"$2,038,206"
New Orleans Pelicans,2014,2015,9,Alexis Ajinca,"$981,084"
New Orleans Pelicans,2014,2015,10,Luke Babbitt,"$981,084"
New Orleans Pelicans,2014,2015,11,Jimmer Fredette,"$948,163"
New Orleans Pelicans,2014,2015,12,Dante Cunningham,"$831,942"
New Orleans Pelicans,2014,2015,13,Jeff Withey,"$816,482"
New Orleans Pelicans,2014,2015,14,Gal Mekel,"$633,974"
New Orleans Pelicans,2014,2015,15,Darius Miller,"$400,000"
New Orleans Pelicans,2014,2015,16,Toney Douglas,"$268,974"
New Orleans Pelicans,2014,2015,17,Elliot Williams,"$107,676"
New Orleans Pelicans,2014,2015,18,Patric Young,"$100,000"
New Orleans Pelicans,2014,2015,19,Nate Wolters,"$96,056"
New Orleans Pelicans,2015,2016,1,Eric Gordon,"$15,514,031"
New Orleans Pelicans,2015,2016,2,Tyreke Evans,"$11,227,000"
New Orleans Pelicans,2015,2016,3,Omer Asik,"$11,000,000"
New Orleans Pelicans,2015,2016,4,Jrue Holiday,"$10,595,507"
New Orleans Pelicans,2015,2016,5,Ryan Anderson,"$8,500,000"
New Orleans Pelicans,2015,2016,6,Anthony Davis,"$7,070,730"
New Orleans Pelicans,2015,2016,7,Alexis Ajinca,"$4,300,000"
New Orleans Pelicans,2015,2016,8,Quincy Pondexter,"$3,382,023"
New Orleans Pelicans,2015,2016,9,Norris Cole,"$3,036,927"
New Orleans Pelicans,2015,2016,10,Dante Cunningham,"$3,000,000"
New Orleans Pelicans,2015,2016,11,Kendrick Perkins,"$1,499,200"
New Orleans Pelicans,2015,2016,12,Alonzo Gee,"$1,375,000"
New Orleans Pelicans,2015,2016,13,Toney Douglas,"$1,164,858"
New Orleans Pelicans,2015,2016,14,Luke Babbitt,"$1,100,000"
New Orleans Pelicans,2015,2016,15,Jarnell Stokes,"$845,059"
New Orleans Pelicans,2015,2016,16,Bryce Dejean-Jones,"$281,659"
New Orleans Pelicans,2015,2016,17,Tim Frazier,"$144,157"
New Orleans Pelicans,2015,2016,18,Jordan Hamilton,"$119,462"
New Orleans Pelicans,2015,2016,19,James Ennis,"$74,564"
New Orleans Pelicans,2015,2016,20,Orlando Johnson,"$55,722"
New Orleans Pelicans,2015,2016,21,Jimmer Fredette,"$54,812"
New Orleans Pelicans,2015,2016,22,Nate Robinson,"$44,000"
New York Knicks,1990,1991,1,Patrick Ewing,"$4,250,000"
New York Knicks,1990,1991,2,Mark Jackson,"$1,785,000"
